time,version,comments,class
2021-01-20 21:22:22,5.32.1,垃圾软件，东西垃圾，快递垃圾，还坑我钱，垃圾软件垃圾软件,bad
2021-01-17 10:23:50,5.47.0,超级垃圾，买东西质量有问题，商家态度恶劣，找平台一直联系不上，电话打不通，在线客服联系不上，就是超级垃圾的软件。,bad
2021-01-16 18:13:23,5.46.1,垃圾拼多多，日你祖宗，每天提前进来守着，都提不到，不是系统繁忙，就是已抢完，尼玛个笔，玩了半年步多多好不容易凑够30块钱，竟然不给提现，尼玛笔，诅咒拼多多早点倒闭，坑老百姓，不给提现，一到六点立刻显示已抢完，摆明了坑人，垃圾玩意，有图有真相，大家小心了，别被坑了,bad
2021-01-15 13:44:07,5.46.1,血汗工厂，垃圾软件,bad
2021-01-13 20:21:36,5.45.0,套路之恶犬，恶心死了，一个卷连一个卷，用了卷比不用卷还贵20%，杀熟、杀傻、杀热情，咋不去死,bad
2021-01-13 15:25:01,,拼多多.淘宝的广告就是两大公害.点着就无法退出.2个骗子.假货平台,bad
2021-01-13 11:37:47,5.46.1,夕阳西下，打工人在天涯,bad
2021-01-12 22:58:50,5.28.0,垃圾拼西西，这么欺诈员工，早晚倒闭，卸了,bad
2021-01-12 18:13:53,5.32.1,尼玛个壁，步多多每天六点前进去等着提现，一到六点，点击提现，不是系统繁忙，就是已经抢完，就是不给你提现，他大爷果然是坑多多，骗人的玩意，以后在也不玩步多多，谁玩谁吃亏，好不容易弄够十元，可以提现，结果不给提现，就像种菜那里一样不给兑换，玩不起就不要玩，拼多多里面的所有提现，都是骗人，大家小心，千万不要玩,bad
2021-01-12 07:25:21,5.33.0,垃圾,bad
2021-01-11 11:52:51,5.40.1,垃圾传销软件，天天让你看广告,bad
2021-01-08 22:51:00,5.45.0,套路太多，骗人下载。妈的都是假红包，恶心的一逼,bad
2021-01-08 04:44:41,5.45.0,吃人,bad
2021-01-06 08:58:59,5.30.0,好，也行,best
2021-01-05 16:33:19,5.45.0,很好，货物不错。,best
2021-01-05 07:52:13,5.30.0,拼多多4000+,bad
2021-01-04 08:55:15,5.45.0,"给一星我都嫌多！主要从以下几个方面：1.缺货不知提前通知，如果刚需的话可能来不及；2.如果存在货物无法送达的情况唯一的处理方式就是让你退款；3.该app.内部管控机制有问题，人工客服推专业客服，然后包庇平台派送人员，试图掩盖平台内部管理问题，最后给出的方案就是，你点退货吧，我给你退款。
详细体验情况如下：之前是帮朋友点的时候下载的，后来主要是因为多多买菜，感觉还挺方便的给送到楼下，下班直接拿上楼就行。之前也就是偶尔一两件缺货，事前不通知也就算了，不耽误太多，取货之后团长让我退款。这次我元旦下的单，还用了一张他们跨年送出来的免单一款商品的券，结果3号16点多还不送货，打电话问门店的团长，说是骑手没给送货（并且一边说一边给美团用户配货呢）。然后没办法致电骑手，骑手说我去送货那会那个团长没过来取，转身我就走了。我也是够了，他没去取你不会跟客户沟通是否需要更改取货地点么？转身走了是什么道理？然后我问题第二天能给送么，特别义正言辞的说送不了。跟平台人工客服沟通，跟我说让我退款，我认为问题是对我接下来这一周的生活造成了影响，而不单单是退款的问题，然后就转了专业客服，说3天内给我回复。第二天清早起来，看到了专业客服的回复意见，让我点退货，她给我退款。那我还用你处理？！！跟他描述了关于门店取货团长和配送员的问题后，他跟我说，门店不可能不给你派送，肯定是缺货了？？？我之前就经历过在多多买菜买到一个很合适的限量抢购的奥尔良鸡排，9.9还是11.9的400g然后实际并未收到货告诉我没货了，让我退款。可以说是平台与商家一贯的处理方式了，遇到卖了以后觉得亏了的，不给送，遇到配送员心情不好的不给送，种种原因，反正最后只会让你退款。
难道我们消费者要给你们这些无脑的个人行为去买单么？难道我不是因为需要，图方便而去购买，而是陪着你们退款玩么？",bad
2021-01-03 18:40:04,5.30.0,太恶心，太不要脸了，这软件想钱想疯了,bad
2020-12-31 21:44:32,5.12.0,方便。,best
2020-12-29 00:22:50,5.44.0,一堆乱七八糟游戏，都是套路，根本不好好卖东西,bad
2020-12-27 11:57:11,5.32.1,"投诉,让它教我怎么进拼多多的斗地主。它都没教",bad
2020-12-25 14:36:35,5.44.0,不错嘛拼多多到处打广告。现在一打开手机就是你拼多多广告。到处都有你拼多多的广告。整天在那打广告骗人。什么九块九抢电动车九块九抢苹果手机一块钱可以买一件衣服。到最后收到货啊就是一辆儿童小小迷你玩具车小不点手掌大小。一块钱的衣服给老鼠穿的。苹果烂手机壳一个。,bad
2020-12-22 14:29:11,5.30.0,我想搞个拼多多群，一起砍价的加群，不砍的都踢了,bad
2020-12-13 21:09:36,5.42.0,勉勉强强，反正我觉得比那些别的软件好多了，他们老是互黑，说他们的好，实际上他们的都不咋滴，拼多多就是广告稍微有点儿多，而且微微带坑一点儿，其他的感觉还不错。,bad
2020-12-10 18:21:14,5.30.0,"没有最烂，最贱，最垃圾，最流氓的软件了，只有这个拼多多，无处不在，强迫下载，到处约人砍价，
恶心透了。",bad
2020-12-08 20:05:38,5.30.0,不好，里面的东西全部要钱,bad
2020-12-05 12:12:15,5.41.0,越来越垃圾了,bad
2020-12-04 13:22:40,5.30.0,一分都给多了，都是刷单刷的好评，联系客服退货退款，结果退货了，商家跑路，直接不退款，平台也不管,bad
2020-12-04 08:41:56,5.13.0,骗人提现，透支朋友间的信任,bad
2020-12-01 21:32:29,5.40.1,套路太多，骗人下载,bad
2020-12-01 17:26:00,5.37.0,"拼多多是老百姓的购物平台，
价格便宜，货真价实。
拼多多是我的最爱。",best
2020-11-28 13:06:06,5.40.1,辣鸡，骗子，sb，一星都不想给，有踏马你们这么做狗的吗,bad
2020-11-26 17:05:50,5.40.1,东西虽然便宜，但是做工太差，质量一般，而且售后和服务很难得到保障，退款退货还经常被偏多多官方取消应该补偿的运费险，官方app在线客服，还有消费者热线形同虚设根本不能解决问题！,bad
2020-11-26 11:58:33,4.30.1,"特别好，不错
喜欢这个软件",best
2020-11-24 15:12:41,5.14.0,拼多多水越来越深，一些活动越来越假，纯属诱导购物。比如签到金开始还能兑换优惠卷，现在签到金兑换无数次都无法兑换，身边用拼多多的都是如此。目的就是诱导消费者拼命购物所谓升级，然后白银等级可以兑换一次20元或30元优惠卷，一个月仅限一次，而且等级每月重新评估。所以只有光大的用户果断卸载，签到金也不要了就送给拼多多倒闭还债吧,bad
2020-11-23 14:03:13,5.30.0,很好的平台,best
2020-11-22 18:29:27,5.29.0,"這個平台不是很好用 但是很多人會參加購買東西他的價格沒有平均值有高有低 選擇到算你就算你贏了

.",good
2020-11-12 07:39:43,5.30.0,拼多多版本越更新，领签到金版本非要坑得狂购物也领不到30劵！希望大家都不用签到金和步数！,bad
2020-11-11 14:35:55,5.36.0,1星都不想给，我说这些好评都是托，大家认为呢,bad
2020-11-10 21:54:03,5.30.0,拼多多太玩不起了，用电脑人给人比，垃圾拼多多,bad
2020-11-10 13:50:35,5.37.0,辣鸡，一分都不想给，骗我充VIP说可以免单，结果充了要先拼单15次，每次都要超过25才算,bad
2020-11-09 23:02:23,5.32.1,奥特曼很好玩，游戏很给力！,best
2020-11-09 12:44:25,5.33.0,垃圾，垃圾客服联系了两天没等一分钟就倒计时，点了继续等待还强行给退出，开了个多多赚钱的VIP说看见抵5-8个人结果给我砍了0.01，还说开通后返还一张开通金额相同的无门槛优惠券结果给了我三块钱，客服还说可以领四周，不正当手段促进消费。理所当然的觉的你赚了按照它的套路后来的券不就是几毛钱就是满多少可用。垃圾垃圾,bad
2020-11-06 21:45:05,5.36.0,垃圾，无现货，退款也不给退，商家更本不怕差评和投诉，投诉平台客服接受处理时间1天左右！,bad
2020-11-06 11:57:08,5.30.0,垃圾pdd，砍完0.22变0.49，砍完0.49变0.79，套路太深了,bad
2020-11-05 15:15:16,5.30.0,我是请多多的老用户了  以前签到金提现很方便 现在设了这么多的门槛 不想给就不要设这项奖励 看着有钱提不出来 体验越来越差 望有改进,bad
2020-11-04 16:46:26,5.30.0,一分都不想给，人工服务都没有，他妈的，快递公司把我的东西发给别人了，找商家，都他妈的装死，一个活人都没有，人工客服也是装死，拼夕夕甚至连客服都没有，垃圾软件，怎么不倒闭,bad
2020-11-02 10:23:53,5.30.0,最烂的电商销售平台！没货的商家也敢出来买东西！服了！,bad
2020-10-31 12:22:59,5.35.1,辣鸡软件，广告一大堆,bad
2020-10-29 15:24:56,5.35.1,第一，这个360手机助手就不好，明明下载了拼多多旧版本，可是打开了之后，自动成为最新版本，虽然打开拼多多设置，那里虽然有新版本提醒，可是下载的旧版本还是最新版，第二，签到金根本就领取不了，还不如直接像2017年的那个版本一样那个时候根本就不用抢。 太差了，给一颗星。,bad
2020-10-29 09:10:08,,价格优惠，值得信赖。,best
2020-10-26 20:10:12,5.30.0,骗子软件。,bad
2020-10-25 21:44:18,5.32.1,骗多多！垃圾软件，不经同意，恶意安装！,bad
2020-10-25 20:48:57,5.30.0,活动基本上都是假的，还得罪人，别人让助力，虽然点助力了，无效，好像不愿意给人助力似的。,bad
2020-10-24 00:52:55,5.30.0,闹心,bad
2020-10-23 18:56:04,5.30.0,好用,best
2020-10-23 18:40:07,5.30.0,软件做的很棒，超喜欢，成功让我感受到了社会的险恶，生活不如意十有八九，拼多多这款软件，往往能在你低谷的时候补上两脚,bad
2020-10-22 15:35:38,5.34.0,骗子，拼到了4分钱，刷新一下又回到2角7分钱了，不想送就不要搞活动，啥玩意,bad
2020-10-21 11:27:10,5.30.0,"拼多多是不是出bug了？怎么从昨天晚上开始就点不进去了啊？一点进去就卡死，然后强行关闭。网页版的没有事。我手机上点别的都没有事，就是拼多多怎么点都不行。刷机重启都不行。
PS:拼多多软件还是很好用的。推荐下载。",best
2020-10-19 07:15:20,5.34.0,"拼多多还不贵了，好评！
大家快点好评！五星好评",best
2020-10-18 14:20:04,5.28.0,辣鸡拼多多，红包骗人，砍价骗人，这也能得八点几分？,bad
2020-10-15 22:58:28,5.32.1,自从我遇见了拼多多，我都不想去实体店买东西了。拼多多上有好东西都便宜得不可思议。让我不由得担心老板不怕亏吗，同时窃喜得不得了。哈哈，很开心。拼多多万岁,best
2020-10-13 16:39:43,5.33.0,死垃圾软件，祝策划全家死光，cnmb，卖假货的狗东西，欺骗消费者,bad
2020-10-13 16:36:53,5.33.0,死垃圾软件，祝策划全家死光,bad
2020-10-12 08:50:46,5.19.0,活动基本上都是虚假的，该兑换的兑换不了，浏览一分钟兑换水滴的活动，浏览了五分钟居然，提示还没到60s。。。。。,bad
2020-10-11 23:22:45,5.30.0,拼多多九块九秒杀参加活动N次，木有一次成功，不知道哪个大虾抢到了。,bad
2020-10-11 20:54:09,5.32.1,每逢“优惠”都是本界面下单，然后翻着翻着就卡死，退出重进后连界面都找不到了，尤其是“三免一”最后一单给你卡死,good
2020-10-11 17:14:08,5.30.0,别人发的链接，不砍吧得罪人，砍吧是删了又下，下了又删，烦人,bad
2020-10-09 15:44:56,5.32.1,大家千万不要碰这个商家，拍了一床被子十天不发货,best
2020-10-09 15:38:11,5.32.1,这个店家给多多抹了黑，拍了被子却不发货，反咉给多多客服，客服做了处理，但店家连客服官方警告也不在乎,best
2020-10-07 19:37:58,5.0.0,垃圾东西全都是骗人的。,bad
2020-10-05 11:23:42,5.21.0,拼多多上面的活动真的不行。每当我到了最后的时候，却总是要么就是他帮我砍价了，却没有砍价记录。明明都给我看了他们给我的砍价记录，但我的上面并没有他们的砍价记录。,good
2020-10-05 06:45:43,5.32.1,它妈的破软件动不动就自己下载了,bad
2020-10-04 23:04:38,5.30.0,垃圾,bad
2020-10-04 14:50:43,5.32.1,垃圾中的垃圾软件！不经同意，恶意下载！垃圾中的战斗机！一颗星都是昧着良心给的！太垃圾了，恶意软件！,bad
2020-10-04 10:06:43,5.16.0,吃相太难看了，我都觉得恶心,bad
2020-10-03 13:41:26,5.30.0,垃圾软件,bad
2020-10-02 11:06:42,5.32.1,妈的，现在快递是越来越过分了，十几天还没送来，申请退款又拒绝，垃圾快递，用蜗牛送都不用十几天,bad
2020-10-02 09:27:06,5.32.1,垃圾软件，还需要我掏钱。,bad
2020-09-30 00:13:36,5.30.0,这拼多多会员四张无门槛券，还得到固定活跃度才给你。每天下一次单给10点活跃度，一天最多17点。这TM叫无门槛？？？,good
2020-09-29 16:41:09,5.30.0,妈的，21号下的单，快递到现在都没送来，物流一直没动静，后天过节要用的，明天还不到，立马申请退款,bad
2020-09-28 19:21:00,5.30.0,特么的，现在的快递怎么回事十几天才送到，过节等着用的，现在还没送来，已经一个星期了，一点动静都没有，越来越垃圾，都是蜗牛快递，超级慢，送个快递要十几天,bad
2020-09-26 21:07:24,5.32.0,拼多多就是垃圾啊，快递公司代签收了，买了电脑屏花了678元，发了一个空包裹没收到货，申请售后一直收不到退款。拼多多就是一个不负责任的平台。评分一分都不想给，但不给星吧又发表不了。,bad
2020-09-23 20:00:10,5.31.0,拼多多这几年用的人多 了不少，不过有时候有的功能并不好用，比如：＂助力领红包‘发给好友的链接不能复制，只要有……更多，有时候就会不能复制，不只是这一个功能凡是要好友助力的就会有这个问题，你们应该解决一下。,best
2020-09-22 12:05:50,5.31.0,挺好的，物美价廉,best
2020-09-22 00:15:01,5.30.0,永远封闭农场，垃圾，不给兑换，种了半年的菜，好不容易可以换实物，尽然不给换，在哪里投诉，玩要投诉，垃圾玩意,bad
2020-09-22 00:10:42,5.30.0,垃圾垃圾垃圾，种菜不给兑换，害我天天进来守0点，坑人的玩意，老子把农村关掉，永远封闭农村,bad
2020-09-22 00:07:03,5.30.0,TMD，每天进来守着农场，都换不到实物，是商家不给兑换吗？换不起就不要开农场，每晚上提前进来守着，都换不到，添加个地址，就0点过几秒而已，就说换完了没了，这不是摆明了坑人吗？垃圾玩意，不给换，老子天天进来差评，辛辛苦苦种了几个月的菜，不给换实物，拼多多不如改名坑多多，太垃圾了,bad
2020-09-21 00:15:09,5.30.0,垃圾，种菜那里根本兑换不了，还0点兑换，每天晚上提前进去守着，都兑换不到，垃圾玩意，欺骗顾客种菜，在也不种实物了，关闭农村，永远关闭,bad
2020-09-21 00:08:09,5.30.0,农场实物兑换也太假了，0点开始兑换，提前进去等着的，才0点过几秒就说兑换完了，明晚再来，尼玛比，连续几个晚上都兑换不了，都是骗人的玩意，下次在也不种了，放弃农村，不给兑换，假的,bad
2020-09-19 20:51:41,5.30.0,"【忘忧之香的配方】
1.柠檬10滴+佛手柑10滴+檀香4滴+乳香20滴
2.广藿香4滴+檀香6滴+玫瑰4滴+茉莉4滴+伊兰4滴
3.玫瑰5滴+橙花5滴+雪松5滴+檀香5滴+荷兰芭油10ml",best
2020-09-18 20:00:24,5.31.0,我是为了来评论才下载的360手机助手，因为腾讯应用宝不让差评，拼多多这软件真恶心，天天被朋友逼着下载砍价，不下载还得罪人，妈的，你们全家死光了吗？出这样下贱的营销手段，拼多多，赶紧死吧！一分都多！我艹,bad
2020-09-17 23:30:24,,众所周知拼多多是个废亲戚的软件,bad
2020-09-14 18:58:28,5.30.0,坑多多，一分钱一分货，廉价的残次品多，现金助力根本砍多动价，三次都是差几分钱，就助力不上了，没有免费的午餐，砍价免费拿也招人烦，伤人脉，降低自尊~,bad
2020-09-13 22:00:46,5.27.0,总体来说很好,best
2020-09-12 05:34:52,5.29.0,很好用，很实惠，是咱老百姓喜欢的购物平台,best
2020-09-09 16:46:52,5.29.0,种菜那，老是兑换不了，天天守零点,bad
2020-09-09 00:24:58,5.29.0,SB软件，上面的所以活动都别信都是假的不会让你的便宜的,bad
2020-09-08 12:50:16,5.11.1,给颗星都是多的 拼多多那个签到的都是最歪最歪,bad
2020-09-08 00:10:53,5.29.0,史上最垃圾的购物软件，你没那个能力给福利就别天天的整这个活动那个活动邀人领红包的，到头来你也就是个大骗子草。,bad
2020-09-07 18:24:12,5.29.0,骗子软件，免费砍根本不可能实现，只是让人免费帮他打广告而已，垃圾骗子软件,bad
2020-09-07 13:41:34,5.22.0,坑多多客服不给处理问题，没收到过我申请退款截图了物流信息没收到，还给我拒绝的，没长眼睛吗看不见啊，还有运费险根本不给出去，明明写的七天无理由退换货运费由平台承担，结果呢，也没赔打电话一直拖延时间垃圾垃圾垃圾垃圾，非常垃圾，非常垃圾，非常垃圾,bad
2020-09-06 11:24:14,5.29.0,一分也不想给,bad
2020-09-05 22:37:14,5.29.0,什么破玩意，一分钱领不着，对面真人跟人机打，怎么可能打得过么？千万别下载这个东西,bad
2020-09-05 11:05:25,5.28.0,"很好
很好",best
2020-09-04 15:54:12,5.26.0,总的来说还可以吧。,good
2020-09-03 15:40:12,5.19.0,"一星也不想给，里面有商家是骗子，付款了，然后不发货，然后找拼多多客服，客服搪塞了一下，之后，不了了之。
现在这些都喜欢玩套路和反套路吗？
太差了。",bad
2020-09-02 15:42:32,5.28.0,光能签到抢红包就提不了现。,bad
2020-09-02 15:40:53,5.28.0,每天签到都能领现金，但是提不了现，每天也抢不到现金券。,bad
2020-08-31 22:22:08,5.25.0,拼多多上可以买东西。也可以看我们喜欢看的东西。有吃的，有穿的，有用的都有。,best
2020-08-31 21:47:44,5.28.0,五个星,best
2020-08-29 19:38:57,5.28.0,不错,best
2020-08-28 22:28:29,5.28.0,活动被搞心态,bad
2020-08-28 13:38:47,5.28.0,回家岁哦有乐趣咯做XP6听哦我路走里,best
2020-08-28 12:12:09,5.27.0,还可以啊，老NBNBNBNBNNBNBNBNBNBNNBN了,best
2020-08-28 09:54:47,5.28.0,产品不错，物流也快，希望以后更好。,best
2020-08-27 21:12:42,5.28.0,s.b软件,bad
2020-08-27 21:05:26,5.28.0,狗比软件赶紧糊吧，ex死人，特么白白浪费你时间,bad
2020-08-27 14:56:39,5.27.0,你们好 我也同意做,best
2020-08-27 00:07:17,5.27.0,质量非常好,best
2020-08-27 00:05:07,5.27.0,哈哈,bad
2020-08-26 12:19:51,5.27.0,这种垃圾看起来领钱的东西能够把它移除掉吗啊？真他妈星星。,good
2020-08-26 11:09:00,5.27.0,我在他们平台买东西，商家三四天不发货，我在他家买了，第二天在别的店里面买都到了几天了，还没发货，我退款，商家不给退，说叫我等到货到了叫我退回去，（是在没发货的时候退的），然后联系平台客服，客服说商家24小时不处理，平台自动退款给我，现在又跟我说叫我等到货到了在退回去，既然当时要我等货到了才能退，那平台还骗我说商家不处理平台自动退给我干什么，就是想拖延我时间，等货到了在叫我自己退呗？垃圾软件！举报,bad
2020-08-24 18:45:28,5.27.0,好是好，就是搞一堆的没用的垃圾玩意儿,good
2020-08-23 20:52:26,5.27.0,平台提供的货物品种全，价位低，适合大众消费,best
2020-08-23 15:20:01,5.27.0,神坑，东西垃圾要死，都是假货盗版，还不处理，砍价一次一分，坑死人，砍价pk，故意放机器人出来，就是骗人,bad
2020-08-21 18:01:50,5.1.1,怎么签到的红包不能兑，30或50都兑不了，你们骗人的吗？兑卷也兑不了？？？,good
2020-08-20 21:27:25,5.22.0,PK从来没赢过，什么狗屁活动全是假的，说我邀请的好友异常，把我好不容易凑够的一百块钱变成了没用的优惠券，我就不明白，既然好友异常为什么还能助力成功啊？助力成功了又好友异常了？你们也不给个提醒呗？既然能检测到好友异常为啥不让他们不能成功助力啊？完全就是为了人气，客服说解决就一直潜水，还叫我们相信他们，呵呵，我笑了,bad
2020-08-20 20:10:46,5.9.1,新游戏老鼠抢钱，最后一分钟一个老鼠就全抢完,bad
2020-08-19 09:51:28,5.26.0,骚年，我掐指一算，发现你命中缺[拼多多]，快去下载……,best
2020-08-18 15:36:34,5.24.0,垃圾客服，盗版商品,bad
2020-08-18 12:19:04,5.26.0,拼多多越来差啊，现在现金提现就是骗人，每天一次15点根本抢不到，还有太多的卷都是骗人了。,bad
2020-08-16 14:24:58,5.26.0,拼多多里面又不能一元购手机，骗子。,bad
2020-08-16 13:36:03,5.26.0,一百那个玩不起就不要加这个东西,bad
2020-08-16 01:55:40,5.26.0,拼多多平台很好，现在基本上都在拼多多上购物。,best
2020-08-14 22:34:06,5.26.0,这个啥子意思？删除app再下载app？搞个垃圾东西这样做？除了骗客流量还会干啥？刚下载一打开都是广告，关了半天才全部关了，垃圾玩意一看到就烦,bad
2020-08-13 22:02:11,5.26.0,这个666666666666666666666666666666啊？,best
2020-08-13 14:57:47,5.26.0,真是坑,bad
2020-08-13 12:18:46,5.26.0,天天推送，强制安装，流氓软件,bad
2020-08-13 00:05:50,5.26.0,刚开始送了大额券，差个几十甚至十几快速就可以免费拿，利用人都喜欢占便宜这个短板，开始号召所有人砍价，从开始的砍掉几块甚至几十，到后期的一分做一分，其实就是变相为了让更多的人下载软件而已，拿到免单的凤毛麟角，那用这个软件的人会越来越少，大家会觉得的是浪费时间,bad
2020-08-12 10:12:38,5.25.0,辣鸡商品，全部是废品，,bad
2020-08-11 12:56:38,5.24.0,差评！,bad
2020-08-11 02:01:01,5.25.0,拼多多好无诚信可言！欺诈老客户强行封锁客户多多果园！行径卑鄙无耻！下流,bad
2020-08-10 17:31:45,5.25.0,挺好的一个软件,best
2020-08-10 11:05:57,5.25.0,垃圾东西，除了吊人胃口什么都不会,bad
2020-08-10 09:53:38,5.25.0,辣鸡软件给爷恶心吐了，广告一堆，不小心点上还给爷自动下载？一星期不知道要卸几次。这是我见过的最不要脸的软件没有之一,bad
2020-08-09 18:17:17,5.25.0,拼多多10元提现到微信是假的，忽悠大家的。,bad
2020-08-07 09:54:18,5.25.0,垃圾软件，签到金30多不道咋的就给我整没了，破东西,bad
2020-08-06 17:55:06,5.24.0,什么垃圾东西,bad
2020-08-06 13:14:11,5.24.0,赞(/≧▽≦/),best
